Process_ID,Interval,Layer,Sv_mean,NASC,Layer_depth_min,Layer_depth_max,Ping_S,Dist_S,Date_S,Time_S,Lat_M,Lon_M,Frequency
3967,2497994,5,-88.545764,0.303345,20.000000,25.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,6,-94.288280,0.077856,25.000000,30.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,7,-98.401735,0.031357,30.000000,35.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,8,-96.728877,0.046092,35.000000,40.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,9,-90.549531,0.191232,40.000000,45.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,10,-94.992531,0.068748,45.000000,50.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,11,-104.048543,0.008228,50.000000,55.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,12,-104.080988,0.008480,55.000000,60.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,13,-999.000000,0.000000,60.000000,65.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,14,-999.000000,0.000000,65.000000,70.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,15,-999.000000,0.000000,70.000000,75.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,16,-107.822673,0.003450,75.000000,80.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,17,-103.714631,0.009227,80.000000,85.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,18,-999.000000,0.000000,85.000000,90.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,19,-999.000000,0.000000,90.000000,95.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,20,-999.000000,0.000000,95.000000,100.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,21,-999.000000,0.000000,100.000000,105.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,22,-999.000000,0.000000,105.000000,110.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,23,-999.000000,0.000000,110.000000,115.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,24,-999.000000,0.000000,115.000000,120.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,25,-999.000000,0.000000,120.000000,125.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,26,-999.000000,0.000000,125.000000,130.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,27,-999.000000,0.000000,130.000000,135.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,28,-999.000000,0.000000,135.000000,140.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,29,-999.000000,0.000000,140.000000,145.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,30,-999.000000,0.000000,145.000000,150.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,31,-999.000000,0.000000,150.000000,155.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,32,-999.000000,0.000000,155.000000,160.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,33,-999.000000,0.000000,160.000000,165.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,34,-999.000000,0.000000,165.000000,170.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,35,-999.000000,0.000000,170.000000,175.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,36,-999.000000,0.000000,175.000000,180.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,37,-999.000000,0.000000,180.000000,185.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,38,-999.000000,0.000000,185.000000,190.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,39,-999.000000,0.000000,190.000000,195.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497994,40,-999.000000,0.000000,195.000000,200.000000,9,0.049575,20170630,04:10:02.6600,81.51982659,33.48166524,70.000000
3967,2497995,5,-91.289770,0.161264,20.000000,25.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,6,-92.789065,0.109955,25.000000,30.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,7,-95.611596,0.059615,30.000000,35.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,8,-94.270471,0.081183,35.000000,40.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,9,-86.399628,0.497222,40.000000,45.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,10,-93.429517,0.098528,45.000000,50.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,11,-106.862761,0.004304,50.000000,55.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,12,-99.778879,0.022836,55.000000,60.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,13,-90.542874,0.191525,60.000000,65.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,14,-90.221427,0.206239,65.000000,70.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,15,-86.220561,0.518152,70.000000,75.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,16,-78.487817,2.960336,75.000000,80.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,17,-73.598273,9.477328,80.000000,85.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,18,-81.600725,1.501207,85.000000,90.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,19,-98.770877,0.028802,90.000000,95.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,20,-105.719134,0.005816,95.000000,100.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,21,-999.000000,0.000000,100.000000,105.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,22,-999.000000,0.000000,105.000000,110.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,23,-999.000000,0.000000,110.000000,115.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,24,-91.036033,0.170966,115.000000,120.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,25,-999.000000,0.000000,120.000000,125.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,26,-999.000000,0.000000,125.000000,130.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,27,-999.000000,0.000000,130.000000,135.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,28,-999.000000,0.000000,135.000000,140.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,29,-999.000000,0.000000,140.000000,145.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,30,-999.000000,0.000000,145.000000,150.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,31,-999.000000,0.000000,150.000000,155.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,32,-999.000000,0.000000,155.000000,160.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,33,-999.000000,0.000000,160.000000,165.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,34,-999.000000,0.000000,165.000000,170.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,35,-999.000000,0.000000,170.000000,175.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,36,-999.000000,0.000000,175.000000,180.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,37,-999.000000,0.000000,180.000000,185.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,38,-999.000000,0.000000,185.000000,190.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,39,-999.000000,0.000000,190.000000,195.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,40,-999.000000,0.000000,195.000000,200.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,41,-999.000000,0.000000,200.000000,205.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497995,42,-999.000000,0.000000,205.000000,210.000000,159,0.568405,20170630,04:20:03.0550,81.52926845,33.51802256,70.000000
3967,2497996,5,-89.187838,0.261655,20.000000,25.000000,309,1.259774,20170630,04:30:03.4120,81.53749814,33.53902917,70.000000
3967,2497996,6,-90.966375,0.167296,25.000000,30.000000,309,1.259774,20170630,04:30:03.4120,81.53749814,33.53902917,70.000000
3967,2497996,7,-91.380198,0.157940,30.000000,35.000000,309,1.259774,20170630,04:30:03.4120,81.53749814,33.53902917,70.000000
3967,2497996,8,-91.231790,0.163431,35.000000,40.000000,309,1.259774,20170630,04:30:03.4120,81.53749814,33.53902917,70.000000
3967,2497996,9,-88.994788,0.273549,40.000000,45.000000,309,1.259774,20170630,04:30:03.4120,81.53749814,33.53902917,70.000000
3967,2497996,10,-90.715552,0.184059,45.000000,50.000000,309,1.259774,20170630,04:30:03.4120,81.53749814,33.53902917,70.000000
3967,2497996,11,-96.413808,0.047725,50.000000,55.000000,309,1.259774,20170630,04:30:03.4120,81.53749814,33.53902917,70.000000
3967,2497996,12,-109.483189,0.002445,55.000000,60.000000,309,1.259774,20170630,04:30:03.4120,81.53749814,33.53902917,70.000000
3967,2497996,13,-999.000000,0.000000,60.000000,65.000000,309,1.259774,20170630,04:30:03.4120,81.53749814,33.53902917,70.000000
